problem_name,count
Earthquakes occur primarily along tectonic plate _____,16
Explain why kinetic energy is maximum at the lowest point of a roller coaster.,16
Hair helps in temperature regulation and provides sensory feedback.,16
How can mountain ranges form?,16
How do atoms form molecules?,16
How do muscles contribute to bodily movement?,16
How do muscles work to move the body?,16
How does the integumentary system protect the body?,16
How does using biomass affect dependency on fossil fuels?,16
"Keratin is a protein that strengthens hair, skin, and nails.",16
Keratin provides a barrier against _____ damage.,16
Keratin provides a barrier against environmental damage.,16
Melting chocolate is an example of a _____ change because it can be reversed by freezing.,16
Muscles work in _____ to move bones at a joint.,16
Nails serve no protective function on fingers and toes.,16
"Nutrients absorbed by the digestive system are used for energy, growth, and cell repair.",16
One disadvantage of solar energy is the _____ initial cost of installing solar panels.,16
Only multicellular organisms are made up of cells.,16
Pangea's existence supports which geological theory?,16
Skeletal muscles are attached to bones by _____.,16
Speed measures how much _____ an object covers in a unit of time.,16
The Integumentary System is involved in regulating _____ temperature.,16
The San Andreas Fault is an example of a _____ plate boundary.,16
The _____ Plate is encompassed by the Southern Ocean.,16
The dermis contains nerve endings and _____ glands.,16
The dermis is the layer of skin that contains sweat glands for temperature regulation.,16
The digestive system breaks down food into _____ the body can use.,16
The formula for calculating the distance an object travels is distance = speed x time.,16
The muscular system can operate independently of the skeletal system.,16
The property that describes how shiny a material is called _____.,16
"To identify an unknown substance, compare its calculated _____ to known values.",16
Using consistent _____ is crucial when calculating time to ensure accuracy.,16
What barrier does keratin provide?,16
What does the dermis layer of the skin contain?,16
What does the release of energy during a reaction indicate?,16
What factor does not affect the intensity of volcanic activity at convergent oceanic to oceanic plate boundaries?,16
What formed the Indo-Australian Plate?,16
What function does keratin serve in hair and nails?,16
What happens to kinetic energy as potential energy decreases during descent?,16
What information do you need to calculate the distance an object has traveled?,16
What is a cell?,16
What is a significant risk of using oil for the environment?,16
What is the main difference between asexual and sexual reproduction regarding the number of parents?,16
What landform is created where a continental plate meets an oceanic plate?,16
What occurs to the subducting plate at convergent oceanic to oceanic boundaries?,16
What phase is critical in the transformation from metamorphic to sedimentary rocks?,16
What process results in the formation of mountain ranges at convergent continental to continental boundaries?,16
What structural feature is absent in animal cells but present in plant cells?,16
What tectonic process can cause volcanic eruptions?,16
What two measurements are crucial for calculating density?,16
Where can mountain ranges form?,16
Where does mechanical digestion begin?,16
Which convergent plate boundaries are associated with subduction zones?,16
Which event is common at convergent plate boundaries?,16
Which of the following is a sign of a chemical change?,16
Which of the following is considered a renewable energy source?,16
Which of the following is least likely to occur at a convergent continental to continental plate boundary?,16
Which of the following statements is true regarding the cell wall?,16
Which organelle is exclusive to plant cells and not found in animal cells?,16
Which organisms are made up of cells?,16
Which property describes how shiny a material is?,16
Which statement is true about the epidermis?,16
Which statement is true regarding the presence of a nucleus in cells?,16
Which units can represent speed?,16
Why are volcanoes not common at convergent continental to continental plate boundaries?,16
You must round the atomic mass to the nearest whole number before calculating the number of neutrons.,16
"_____ occurs at convergent continental to continental plate boundaries, contributing to mountain formation.",16
_____ powers most of the world's transportation.,16
"At convergent continental to continental plate boundaries, _____ are not typically formed.",15
"At convergent continental to continental plate boundaries, _____ is a common geological outcome.",15
"At convergent continental to oceanic plate boundaries, _____ mountains are commonly formed.",15
"At oceanic-oceanic convergent boundaries, _____ are often formed due to subduction.",15
Biomass helps manage waste by utilizing _____ and forest residues.,15
Biomass usage does not contribute to deforestation.,15
Calculating the density of a substance requires measuring its _____ and volume.,15
Conduction ends when thermal equilibrium between the objects is achieved.,15
Convergent boundaries often result in ______ activity.,15
Cutting paper into small pieces is an example of a _____ change.,15
Define malleability.,15
Define speed in relation to distance and time.,15
Deserts are a common formation at oceanic-oceanic convergent boundaries.,15
Distance equals speed divided by time.,15
Divergent plate boundaries are primarily responsible for the destruction of oceanic crust.,15
Does asexual reproduction involve gametes?,15
Hair helps in _____ regulation and provides sensory feedback.,15
How do muscles help in body movement?,15
How do sweat glands help the body?,15
How does solar energy impact greenhouse gas emissions?,15
How does the skeletal system contribute to movement?,15
How is net force calculated?,15
How was the Indo-Australian Plate formed?,15
In what forms can cells exist?,15
In what unit is atomic mass measured?,15
"Is dissolving sugar in water reversible, and what type of change is it?",15
Island arcs can form at oceanic-oceanic convergent boundaries.,15
Keratin is found in skin and contributes to its coloration.,15
Molecules can be made of the _____ or different atoms.,15
Mountain ranges like the Himalayas are formed at convergent continental to continental plate boundaries through the process of _____.,15
Muscles operate individually to facilitate movement.,15
Oil powers the majority of global transportation.,15
"Perspiration is only involved in the cooling of the body, not in the excretion of waste products.",15
Subduction zones only occur at continental-continental boundaries.,15
Sweat glands help to regulate body _____ through perspiration.,15
The Indo-Australian Plate is formed solely by volcanic activity.,15
"The Integumentary System stores fats, _____, and vitamin D.",15
The _____ of the oceanic plate causes it to subduct under the continental plate.,15
The breakup of Pangea led to the formation of the _____ Ocean.,15
The cell membrane is responsible for conducting photosynthesis.,15
The epidermis is primarily made of fat and connective tissues.,15
The formula for calculating density is density = mass/volume.,15
"The formula for calculating time from distance and speed suggests that if you double the distance while keeping speed constant, the required time also doubles.",15
The nucleus contains the cell's DNA and acts as its control center.,15
The outermost layer of the skin is the _____.,15
The primary function of the Integumentary System is to facilitate vision and depth perception.,15
The skeletal system provides the _____ support for the human body.,15
The smallest unit of an element is an _____.,15
Trenches are commonly formed at oceanic-oceanic convergent boundaries.,15
Vacuoles serve a digestive function similar to the stomach in human cells.,15
Volcanic activity is common at convergent continental to continental plate boundaries.,15
Volcanic eruptions are primarily caused by the uniform movement of tectonic plates.,15
Volcanic mountains are not commonly formed at convergent continental to oceanic plate boundaries.,15
What can form at some convergent plate boundaries?,15
What controls the activities within a cell?,15
What do nails protect?,15
What does the liver produce to aid in digestion?,15
What formula is used to calculate density?,15
What geographical feature separates the Eurasian and North American plates?,15
What happens to the subducting oceanic plate at a convergent oceanic to oceanic boundary?,15
What is absent in animal cells but present in plant cells?,15
What is the formula to calculate the distance an object travels?,15
What is the function of the cell wall in plant cells?,15
What is the role of cytoplasm in a cell?,15
What is the subcutaneous layer primarily made of?,15
What primarily influences the intensity of volcanic activity at oceanic to oceanic convergent boundaries?,15
What process leads to the formation of mountain ranges at convergent continental to continental plate boundaries?,15
What role does keratin play in the Integumentary System?,15
What role does the atomic number play on the periodic table?,15
"What type of relationship does the distance formula show between distance, speed, and time?",15
Where are hair follicles found in the skin?,15
Where are hair follicles located in the skin?,15
Which function is performed by the Integumentary System?,15
Which geological event is common at convergent plate boundaries?,15
Which landform is commonly formed at a convergent oceanic to oceanic plate boundary?,15
Which landform is most likely to form at a convergent continental to oceanic plate boundary due to volcanic activity?,15
Which of the following landforms can form at convergent oceanic to oceanic plate boundaries?,15
"Which value can be calculated if the other two are known: speed, time, or distance?",15
Why are consistent units important in time calculations?,15
Why are mitochondria important in cells?,15
_____ activity can occur at divergent plate boundaries when magma reaches the surface.,15
_____ island arcs are a result of oceanic plate subduction.,15
_____ mountains can form near convergent oceanic to oceanic plate boundaries.,15
_____ zones are characteristic features of convergent plate boundaries.,15
A molecule consists of two or more atoms bonded together.,14
"Animal cells do not have a _____, unlike plant cells.",14
Are prokaryotic cells larger than eukaryotic cells?,14
"At convergent continental to continental plate boundaries, _____ ranges are formed.",14
"At convergent continental to continental plate boundaries, orogeny is the primary process leading to mountain formation.",14
"At convergent oceanic to oceanic boundaries, the subducting plate melts and contributes to magma formation.",14
"At convergent oceanic to oceanic plate boundaries, _____ mountains can form.",14
"At convergent plate boundaries, the common geological event is the formation of _____.",14
Burning wood is an example of a chemical change.,14
"Chemical digestion, which breaks down food into simpler nutrients, primarily occurs in the stomach and small intestine.",14
Chloroplasts in plant cells are responsible for _____.,14
Converging oceanic plates can lead to the formation of ______.,14
Cytoplasm acts as a medium where cellular chemical reactions occur.,14
Cytoplasm is the jelly-like substance that provides a medium for _____ reactions.,14
Describe the movement of tectonic plates at transform boundaries.,14
"For accurate distance calculations, units of speed, distance, and time must _____.",14
Hair follicles are located in the _____ layer of the skin.,14
Higher speed generally results in _____ travel time over a fixed distance.,14
How can solar energy be used at night?,14
How does the Integumentary System help in temperature control?,14
How is the number of neutrons in an atom calculated?,14
In which types of cells are mitochondria found?,14
Increasing an object's speed will increase the time it takes to travel a certain distance.,14
Joint movements are enabled by the _____ and relaxation of muscles.,14
"Keratin strengthens _____, skin, and nails.",14
Mitochondria are found in both plant and animal cells.,14
Mitochondria are present in both eukaryotic animal and plant cells.,14
Mitochondria are responsible for protein synthesis in the cell.,14
Nails protect the _____ of fingers and toes and enhance tactile sensitivity.,14
Only the mass of an object is needed to calculate its density.,14
Pangea still existed 100 million years ago.,14
Perspiration is the process of sweating to _____ body temperature.,14
Perspiration occurs to increase body temperature.,14
Perspiration plays a key role in the _____ and cooling of the body.,14
Sea-floor spreading is responsible for mountain formation at convergent continental to continental plate boundaries.,14
Skeletal muscles are attached to bones by tendons.,14
Solar panels need to be replaced every year.,14
The San Andreas Fault is a prime example of a convergent plate boundary.,14
The atomic number of an element represents the number of _____ in its nucleus.,14
The cell wall controls the activities within a cell.,14
The cell wall is a flexible layer found in animal cells.,14
The nucleus functions as the storage area for the cell's genetic material.,14
"The skin consists of the epidermis, dermis, and _____.",14
Time calculation does not require the object's _____.,14
"To calculate distance, you divide speed by time when both are known.",14
Volcanic eruptions are common at transform plate boundaries.,14
What constitutes a molecule?,14
What does keratin strengthen in the body?,14
What geological feature can form at convergent plate boundaries?,14
What is a common event at convergent plate boundaries?,14
What is often triggered by plate convergence?,14
What is the primary function of the hypodermis layer of the skin?,14
What is the relationship between atoms and molecules?,14
What is unnecessary for calculating time?,14
What ocean's formation is attributed to the breakup of Pangea?,14
What role does the Integumentary System play in body defense?,14
What type of landform is commonly formed at a convergent continental to continental plate boundary?,14
What type of landform is commonly formed by volcanic activity at convergent continental to oceanic plate boundaries?,14
What zones are characteristic of convergent continental to oceanic plate boundaries?,14
Where does chemical digestion primarily break down food into simpler nutrients?,14
Where is intense volcanic activity commonly found in relation to plate tectonics?,14
Which of the following organelles is found in plant cells but not in animal cells?,14
Which plate is denser at convergent continental to oceanic boundaries?,14
Which type of cells contain chloroplasts and are capable of photosynthesis?,14
Why are mitochondria often called the powerhouses of the cell?,14
Why does forming a precipitate indicate a chemical change?,14
Why is cytoplasm important in cells?,14
_____ zones at convergent boundaries lead to distinct landform formations.,14
All cells are surrounded by a _____ that separates them from their external environment.,13
"Animal cells lack a cell wall, which is present in plant cells.",13
"At convergent continental to oceanic plate boundaries, the subduction of the oceanic plate leads to the formation of _____ and trenches.",13
"At convergent plate boundaries, _____ are common due to the collision of tectonic plates.",13
Both eukaryotic and prokaryotic cells contain a nucleus.,13
Both plant and animal cells contain _____.,13
Can molecules consist of different types of atoms?,13
"Chloroplasts, essential for photosynthesis, are found only in _____ cells.",13
Divergent plate boundaries can lead to the formation of new oceanic _____,13
Every cell contains a cell membrane that separates it from the external environment.,13
"For density calculations of solids and liquids in the metric system, the units g/cm� and g/mL are used, respectively.",13
Hair follicles are found in the _____ layer of the skin.,13
How do vacuoles differ in plant and animal cells?,13
How long ago did Pangea exist?,13
Island arc formation is associated with convergent _____ to _____ plate boundaries.,13
"Melting ice forms a precipitate, indicating a chemical change.",13
Mitochondria are known as the powerhouses of the cell because they produce _____.,13
Mountain formation does not occur at convergent plate boundaries.,13
Physical changes always involve a significant energy change.,13
Prokaryotic cells are larger and more complex than eukaryotic cells.,13
Subduction zones are typically found at _____ plate boundaries.,13
Tectonic plates move solely because of the Earth's rotation.,13
The cell wall is an organelle exclusive to plant cells.,13
The cell wall is an organelle that is present only in plant cells.,13
The cell wall provides _____ and protection for plant cells.,13
The distribution of mountains is the primary evidence for Pangea's existence.,13
The formation of a _____ indicates a chemical reaction.,13
The nucleus contains the cell's _____ and acts as the control center.,13
The oceanic plate subducts under the continental plate at convergent boundaries because it is more dense.,13
The properties of a substance are determined by the composition of its molecules.,13
The skin is a minor part of the integumentary system's defense mechanism.,13
"To find the number of neutrons, you should add the atomic mass to the atomic number.",13
"To find time, divide the _____ by the speed.",13
"Trench formation often occurs at convergent boundaries, especially when one plate is _____ and the other is either oceanic or continental.",13
"Vacuoles contribute to plant cell rigidity by storing _____, which maintains pressure within the cell.",13
Volcanic activity at convergent continental to oceanic plate boundaries commonly results in the formation of _____ mountain ranges.,13
What are mitochondria known for?,13
What evidence supports the existence of Pangea?,13
What feature is characteristic of convergent plate boundaries?,13
What function of the Integumentary System helps in retaining body heat?,13
What geological event commonly occurs at convergent plate boundaries?,13
What geological feature is formed at oceanic divergent plate boundaries?,13
What geological features can form at convergent continental to oceanic plate boundaries due to volcanic activity?,13
What geological process contributes to the formation of mountain ranges at convergent continental to continental plate boundaries?,13
What is a common outcome of oceanic-oceanic plate convergence?,13
What is contained within the nucleus?,13
What is made up of two or more atoms bonded together?,13
What is one of the functions of the Integumentary System when exposed to sunlight?,13
What is the largest organ of the integumentary system?,13
What is the primary function of the cell membrane?,13
What is the smallest unit of an element that maintains the properties of that element?,13
What maintains the properties of an element?,13
What major geographic feature was formed as a result of Pangea's breakup?,13
What organelle is found exclusively in plant cells for providing structural support?,13
What property is most important for materials used in electrical wiring?,13
What role do chloroplasts play in plant cells?,13
What type of landform is commonly formed at convergent continental to oceanic plate boundaries?,13
What type of plate boundary is the San Andreas Fault?,13
What zones are characteristic of convergent plate boundaries?,13
"When speed and time are known, distance can be calculated by _____ speed by time.",13
Where does one plate move under another?,13
Where does photosynthesis occur in plant cells?,13
Which cells contain chloroplasts?,13
"Which component is essential and present in all cells, separating them from their external environment?",13
Which geological feature is not typically formed at transform plate boundaries?,13
Which geological features form at oceanic-oceanic convergent boundaries?,13
Which landform is created at a convergent oceanic to oceanic plate boundary?,13
Which landforms are typically formed at convergent continental to oceanic plate boundaries?,13
Which of the following best describes the cell membrane?,13
Which sensations does the Integumentary System allow us to perceive?,13
Which statement best describes the relationship between atoms and molecules?,13
Which statement is true about the central vacuole?,13
Which tectonic plate is surrounded by the Southern Ocean?,13
Why does perspiration occur?,13
Why does the oceanic plate subduct under the continental plate at convergent boundaries?,13
_____ can join together to form molecules.,13
_____ controls the activities within a cell by containing genetic material.,13
_____ trenches are a feature formed where a continental plate meets an oceanic plate.,13
A molecule is the smallest unit of an element that maintains the properties of that element.,12
A temperature change is not an indication of a chemical change.,12
Are all living things made of cells?,12
"At a divergent plate boundary, new crust is formed as _____ rises and solidifies.",12
"At convergent continental to continental plate boundaries, _____ mountains are formed.",12
"At convergent continental to continental plate boundaries, elevation _____ due to the collision of plates.",12
"At convergent plate boundaries, _____ eruptions can occur.",12
"At divergent plate boundaries, new crust is destroyed as plates move apart.",12
"At oceanic-continental boundaries, the resulting geological feature is ______ mountain ranges.",12
"At transform plate boundaries, _____ are likely to occur due to the horizontal sliding of tectonic plates.",12
"Cells are the basic unit of _____, responsible for life functions.",12
Deep ocean trenches are not formed at convergent oceanic to oceanic plate boundaries.,12
Describe a landform that can result from the collision of continental plates at a convergent boundary.,12
Describe the cell membrane's structure.,12
Explain how to calculate time when speed and distance are known.,12
Explain what malleability means for a material.,12
How do tectonic plates move at transform boundaries?,12
How does the vacuole contribute to the rigidity of plant cells?,12
Is the cell wall found in animal cells?,12
Mitochondria are primarily responsible for photosynthesis in cells.,12
Mountain ranges are a common result of continental-continental convergent boundaries.,12
Muscles facilitate movement by working in _____.,12
Oceanic trenches are a common feature at convergent continental to oceanic plate boundaries.,12
Only _____ cells contain a nucleus.,12
Pangea's existence is a key piece of evidence for the theory of _____ tectonics.,12
Skeletal muscles control _____ movements.,12
Strong muscles help to protect the body's _____ organs.,12
Subduction is the primary process occurring at convergent continental to continental plate boundaries.,12
Subduction zones are primarily found at transform plate boundaries.,12
"The _____ is an organelle present only in plant cells, providing structural support.",12
The _____ layer contains sweat glands that help with body temperature regulation.,12
The cell membrane controls the movement of substances _____ and out of the cell.,12
The hypodermis is the outermost layer of the skin.,12
The number of neutrons in an atom is calculated by subtracting the atomic _____ from the atomic mass.,12
The vacuole's ability to store water contributes to the rigidity of plant cells.,12
"To find the number of neutrons in an atom, subtract the atomic number from the atomic mass, which is rounded to the nearest _____ number.",12
Transform plate boundaries are not associated with _____ activity.,12
Vacuoles are _____ in plant cells than in animal cells.,12
Volcanic activity is a possible geological event at divergent plate boundaries.,12
What are the areas called where one tectonic plate moves under another?,12
What bonds form molecules from atoms?,12
What can cause volcanic eruptions?,12
What does keratin provide for the Integumentary System?,12
What does the chemical formula of a compound reveal about its molecules?,12
What does the subscript 2 in H2O represent?,12
What geological event can occur at a convergent oceanic to continental plate boundary?,12
What geological event can occur at convergent plate boundaries?,12
What geological feature forms at continental-continental boundaries?,12
What geological feature is commonly formed at oceanic-continental convergent boundaries?,12
What happens to the Earth's surface at convergent continental to continental plate boundaries?,12
What is a common geological result of plate convergence?,12
What is a common landform resulting from the subduction of one oceanic plate beneath another?,12
"What is the Earth's outer layer, divided into plates, called?",12
What is the function of vacuoles in plant cells?,12
What is the main function of sweat glands in the skin?,12
What is the purpose of perspiration in the Integumentary System?,12
What is the role of cells in living organisms?,12
What landforms are formed at convergent continental to oceanic plate boundaries?,12
What separates the Eurasian and North American plates?,12
What should you do with the atomic mass before calculating the number of neutrons?,12
What typically forms when two continental plates converge?,12
What within the cell controls its activities?,12
Where is intense volcanic activity found in relation to convergent oceanic to oceanic plate boundaries?,12
Which cell type contains a nucleus?,12
Which feature serves as evidence for Pangea's existence?,12
Which geological process is responsible for the formation of mountain ranges at convergent continental to continental plate boundaries?,12
Which of the following indicates a chemical change has occurred?,12
Which organelle is found in both plant and animal cells?,12
Which statement is true about the cell wall?,12
Why are mitochondria known as the powerhouses of the cell?,12
Why is conductivity important for materials in electrical wiring?,12
_____ and volcanic mountains are typically formed at convergent continental to oceanic plate boundaries.,12
_____ are found in plant cells but not in animal cells.,12
_____ spreading is evidence for tectonic plate movement.,12
A common feature of chemical changes is the _____ or release of energy.,11
A compound's chemical formula provides direct information about its molecular weight.,11
"As you move from left to right across a period, the atomic number _____ by one.",11
"At transform boundaries, tectonic plates move _____ past each other.",11
"Before calculating neutrons, round the atomic mass to the nearest whole _____ .",11
Biological diversity is the main indicator that continents were once part of Pangea.,11
Canyons are typically formed at convergent plate boundaries.,11
Chemical formulas represent the _____ and numbers of atoms in a molecule.,11
Chloroplasts are found in animal cells and aid in digestion.,11
"Chloroplasts, which are necessary for photosynthesis, are found in both plant and animal cells.",11
Deserts are commonly formed at convergent oceanic to oceanic plate boundaries.,11
Explain why a color change indicates a chemical change.,11
"From single-celled bacteria to humans, all _____ are made up of cells.",11
How do muscles move bones?,11
How does the atomic number change as you move across a period in the periodic table?,11
How is time calculated in terms of distance and speed?,11
"In _____ zones, one tectonic plate moves under another.",11
"In an element's box on the periodic table, the atomic number is located _____ the top.",11
In which layer of the skin are hair follicles found?,11
Muscular endurance is the ability to perform _____ activities without getting tired.,11
Rift valleys are created at convergent plate boundaries.,11
Skeletal muscles are responsible for involuntary movements.,11
Subduction zones are where tectonic plates collide and one moves underneath the other.,11
The atomic number determines an element's _____ and position on the periodic table.,11
The cell wall is found only in _____ cells.,11
The epidermis is the deepest layer of the skin and helps insulate the body.,11
The production of gas may not always indicate a _____ change.,11
"To calculate the number of neutrons in an atom, you should add the atomic number to the atomic mass.",11
"To calculate time, divide the _____ by the speed.",11
"To find an atom's neutrons, subtract the atomic number from the _____ number.",11
Trenches can form at convergent plate boundaries as a result of subduction.,11
Volcanic activity is the primary evidence for the existence of Pangea.,11
Volcanic eruptions can occur at convergent oceanic to continental plate boundaries.,11
What are the functions of hair on the human body?,11
What are two components found in the dermis?,11
What can form where one tectonic plate is subducted under another?,11
What can occur near divergent plate boundaries due to tectonic activity?,11
What can occur when magma reaches the surface at divergent plate boundaries?,11
What component is found in all cells and defines their boundary?,11
What does an element's atomic number represent?,11
What does sunlight exposure stimulate the Integumentary System to produce?,11
What geological event occurs at transform plate boundaries?,11
What happens at a divergent plate boundary?,11
What happens to the age of oceanic crust as it moves away from a mid-ocean ridge?,11
What is another main function of the muscular system besides movement?,11
What is distinctive about vacuoles in plant cells?,11
What is formed at oceanic divergent plate boundaries?,11
What landforms are characteristic of convergent continental to oceanic plate boundaries?,11
What provides evidence for plate movement?,11
What results from the subduction of one oceanic plate beneath another?,11
What substances are stored by the Integumentary System?,11
What type of movements are skeletal muscles responsible for?,11
What visual evidence supports Pangea's existence?,11
Where can transform plate boundaries occur?,11
Where can volcanic eruptions occur in relation to plate boundaries?,11
Where does trench formation often occur?,11
Which factor is not necessary when calculating time?,11
Which feature is most likely to form at an oceanic-oceanic convergent boundary?,11
Which landform is created at the boundary between a continental and an oceanic plate?,11
Which skin layer contains sweat glands for regulating body temperature?,11
Which theory is supported by Pangea's existence?,11
Which type of geological feature commonly forms at a convergent oceanic to oceanic plate boundary?,11
A chemical reaction can be indicated by a change in temperature.,10
An element's atomic number is indicative of the number of protons in its nucleus.,10
"At a convergent continental to continental plate boundary, the collision can form uplifted _____.",10
Atomic mass is measured in liters.,10
Atoms form molecules by establishing chemical bonds.,10
Both plant and animal cells contain _____ for energy production.,10
Chloroplasts are exclusive to _____ cells.,10
Continental drift theory suggests that continents have moved across the Earth's surface over geological time.,10
Isotopes have the same atomic number but different numbers of _____.,10
"Melanocytes produce _____, which gives skin its color.",10
Mitochondria are found in both animal and _____ cells.,10
Mitochondria are only found in animal cells.,10
Name an organelle found in plant cells but not animal cells.,10
Subduction zones are not found at convergent plate boundaries.,10
Tectonic plates at transform boundaries move laterally past each other.,10
The '_____ fit' of continents is evidence of Pangea's existence.,10
The age of the oceanic crust _____ with distance from a mid-ocean ridge.,10
The atomic number decreases as you move from left to right across a period in the periodic table.,10
The atomic number is crucial for determining an element's identity and its placement on the periodic table.,10
The chemical formula of a compound directly indicates the total number of molecules in a sample.,10
The geological _____ across continents suggest they were once part of Pangea.,10
The number of neutrons in an atom can be found by adding the atomic number and atomic mass together.,10
The subducting plate _____ and forms magma at convergent oceanic to oceanic boundaries.,10
The theory of _____ drift explains the movement of continents over time.,10
Trench formation is common at convergent oceanic to oceanic boundaries.,10
Uplifted plateaus can form at a convergent continental to continental plate boundary.,10
Vacuoles are responsible for storage and maintaining internal pressure in plant cells.,10
Volcanic activity is common at transform plate boundaries.,10
Volcanic eruptions can occur as a result of the movements at convergent plate boundaries.,10
Volcanic eruptions can occur at convergent _____ to continental plate boundaries.,10
What does muscular endurance support?,10
What does the nucleus contain?,10
What forms at oceanic-continental convergent boundaries?,10
What geological event is most characteristic of convergent plate boundaries?,10
What geological feature leads to the formation of distinct landforms at convergent boundaries?,10
What happens to the atomic number across a period in the periodic table?,10
What is a sign that a chemical change may have occurred?,10
What is created at continental divergent plate boundaries?,10
What is determined by an element's atomic number?,10
What is formed at a divergent plate boundary?,10
What is the first step in determining an element's properties?,10
What is true about isotopes of an element?,10
What must be done to atomic mass before calculating neutrons?,10
What observation is a clear sign of a chemical change?,10
What primarily composes the subcutaneous layer?,10
What suggests continents were once connected in Pangea?,10
Where are subduction zones typically found?,10
Which of the following best describes a cell?,10
Which of the following organelles is found in both plant and animal cells?,10
Which protein is responsible for the strength and damage resistance of hair and nails?,10
Why is it important to use consistent units when calculating time?,10
Why is volcanic activity unlikely at convergent continental to continental boundaries?,10
_____ can occur near divergent plate boundaries due to tectonic activity.,10
_____ ridges are formed at oceanic divergent plate boundaries.,10
A _____ in temperature can indicate a chemical reaction.,9
Deserts are commonly formed at convergent continental to oceanic plate boundaries.,9
Determining an element's density is the initial step in identifying its properties.,9
Divergent plate boundaries are where tectonic plates come together.,9
Earthquakes frequently happen at convergent plate boundaries.,9
Explain the role of vacuoles in plant cells.,9
How do muscles contribute to body movement?,9
How does the age of oceanic crust change with distance from a mid-ocean ridge?,9
How does the liver assist in digestion?,9
Island arc formation occurs at convergent continental to continental plate boundaries.,9
Luster describes a material's ability to bend without breaking.,9
Mid-ocean ridges are a result of plate convergence.,9
Mitochondria are known as the _____ of the cell.,9
Mountains are a common feature formed at transform plate boundaries.,9
Name an organelle found in both plant and animal cells that helps in energy production.,9
Sea-floor spreading occurs at mid-ocean ridges.,9
The Integumentary System aids in digestion as its primary function.,9
The _____ is the deepest layer of the skin.,9
The _____ is the largest organ of the integumentary system.,9
The atomic number is crucial for differentiating between elements on the periodic table.,9
The chemical formula of a compound reveals the ratio of _____ in the compound.,9
The formation of a precipitate is evidence of a _____ change.,9
The muscular system plays a key role in maintaining _____.,9
The properties of a substance are determined by the _____ of its molecules.,9
The slope of a distance vs. time graph represents _____.,9
The theory of _____ tectonics explains the movement of Earth's plates.,9
"To calculate the time it takes for a car to travel 100 meters at 50 meters per second, you would divide the distance by the speed.",9
Trenches and volcanic mountains are typically formed at convergent continental to oceanic plate boundaries.,9
"Unlike convergent boundaries, transform plate boundaries do not typically result in _____ formation.",9
Volcanic activity is commonly associated with convergent plate boundaries.,9
What can form due to transform plate boundaries?,9
What feature is created at continental divergent plate boundaries?,9
What formation is associated with convergent oceanic to oceanic plate boundaries?,9
What geological event can occur at divergent plate boundaries?,9
What geological event can occur due to tectonic activity at divergent plate boundaries?,9
What is a molecule made of?,9
What is not associated with transform plate boundaries?,9
What is the function of the nucleus in a cell?,9
What leads to the formation of distinct landforms at convergent boundaries?,9
What movements do skeletal muscles control?,9
What process provides evidence for the movement of tectonic plates?,9
What types of landforms are primarily formed at convergent continental to oceanic plate boundaries?,9
Where is the atomic number typically located in an element's box on the periodic table?,9
Which landform is formed at convergent continental to oceanic plate boundaries?,9
Which of the following is an example of a divergent plate boundary?,9
Which theory integrates continental drift and sea-floor spreading?,9
Why does the production of gas indicate a chemical change?,9
Why is muscular endurance important for daily activities?,9
Why isn't the production of gas always a chemical change?,9
_____ valleys are created at continental divergent plate boundaries.,9
"At convergent plate boundaries, it is common for _____ to occur.",8
Explain how strong muscles contribute to the body's health.,8
Explain why trenches form at convergent oceanic to oceanic boundaries.,8
Exposure to sunlight enables the Integumentary System to produce vitamin D.,8
How can cells exist?,8
How do muscles facilitate movement?,8
How does a change in temperature indicate a chemical reaction?,8
"In plant cells, vacuoles are important for _____ and maintaining internal pressure.",8
"In the chemical formula H2O, the subscript 2 indicates that there are _____ hydrogen atoms for every oxygen atom in a molecule.",8
Mountains are typically formed at transform plate boundaries.,8
Muscles enable movement through _____.,8
Muscles work independently to move bones at a joint.,8
Seismic _____ can occur at divergent plate boundaries.,8
Strong muscles do not contribute to the protection of internal organs.,8
Subduction zones are not involved in the formation of landforms at convergent continental to oceanic plate boundaries.,8
The atomic number is usually found at the bottom of an element's box in the periodic table.,8
The chemical formula of a compound reveals the _____ of atoms within a molecule.,8
"The lithosphere is a single, unbroken shell that covers the Earth.",8
The movement at transform plate boundaries can lead to the formation of _____.,8
The number of neutrons in an atom is found by adding the atomic number to the mass number.,8
The oceanic crust near mid-ocean ridges is older than crust further away.,8
The subscript in a chemical formula indicates the number of _____ of each element.,8
What does a subscript in a chemical formula indicate?,8
What does the subscript in a chemical formula represent?,8
What forms at divergent boundaries?,8
What geological structure can form at transform plate boundaries?,8
What is a common event at divergent boundaries?,8
What is associated with convergent oceanic to oceanic plate boundaries?,8
What is divided into plates that move over time?,8
What is formed at divergent plate boundaries?,8
What is the initial step in understanding an element's properties?,8
What must be subtracted from the atomic mass to calculate the number of neutrons in an atom?,8
What must you do to find the number of neutrons in an atom?,8
What type of activity can happen at divergent boundaries?,8
Which geological event is most likely to happen at a transform plate boundary?,8
Which geological feature is not formed at transform plate boundaries?,8
Which observation best indicates a chemical change has taken place?,8
Which of these events is least likely to occur at a transform plate boundary?,8
Which type of geological activity can happen at divergent plate boundaries?,8
Why are vacuoles important for plant cell structure?,8
_____ evidence across different continents supports the existence of Pangea.,8
A chemical formula indicates the melting point of a compound.,7
